X,Y,LINEA,QUADRO,RECNO,PALO,ARMATURA,LAMPADA,indirizzo,Data_Attiv
18.168985223764125,40.478193255790913,A,35,10,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Porto Ercole,
18.168782723771756,40.478485362247966,A,35,11,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Porto Ercole,
18.168860625361038,40.478789200877294,A,35,12,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Porto Ercole,
18.169026960157154,40.478944909477441,A,35,13,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Porto Ercole,
18.169474075048328,40.478850072993886,A,35,14,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Porto Ercole,
18.169977839894749,40.479283067276619,A,35,15,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Porto Ercole,
18.169863647033385,40.479019079860457,A,35,16,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Porto Ercole,
18.169711986464591,40.47863470160798,A,35,17,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Porto Ercole,
18.169595740951845,40.478327059316442,A,35,18,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Porto Ercole,
18.169488588359048,40.47807744852431,A,35,19,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Porto Ercole,
18.169367362865302,40.477799083261061,A,35,20,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Porto Ercole,
18.169867672186868,40.477348241215637,A,35,21,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Porto Azzurro,
18.170052418115255,40.477624862172433,A,35,22,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Azzurro,
18.170243517575059,40.477901308376602,A,35,23,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Porto Azzurro,
18.170496125919559,40.478268344015895,A,35,24,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Porto Azzurro,
18.170716291764766,40.478621699582199,A,35,25,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Porto Azzurro,
18.168162774134075,40.478691787031153,B,35,1,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Ferraio,
18.168240901484459,40.479000476672923,B,35,2,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Porto Ferraio,
18.16832017085434,40.479333418750144,B,35,3,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Porto Ferraio,
18.16841351489753,40.479695115170557,B,35,4,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Porto Ferraio,
18.172555608135717,40.475812536713853,A,36,1,Palo Rastremato Zincato 11,Nova,Sodio AP 100,Via Porto Badisco,
18.173133303698648,40.476194918513798,A,36,2,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Porto Badisco,
18.173632498007585,40.476530887185653,A,36,3,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Porto Badisco,
18.172072509937649,40.476088073803062,B,36,1,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Rodi Garganico,
18.173092233011825,40.476807999667024,B,36,4,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Badisco,
18.17340174156304,40.477032619084873,B,36,5,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Badisco,
18.172776603245641,40.476588404343744,B,36,3,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Badisco,
18.172428073957626,40.476345428146715,B,36,2,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Porto Badisco,
18.172118206758842,40.476383081316115,B,36,6,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Giovanni Paolo I,
18.172500093965667,40.476659139367435,B,36,7,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Giovanni Paolo I,
18.172888336148258,40.476935021495052,B,36,8,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Giovanni Paolo I,
18.171637113798358,40.476566282953797,B,36,9,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Dei Ragazzi,
18.171954796296227,40.476829535957563,B,36,10,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Dei Ragazzi,
18.172265443894499,40.477078411011796,B,36,11,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Dei Ragazzi,
18.172629651354576,40.477384094853505,B,36,12,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Dei Ragazzi,
18.172878853037147,40.475113994473162,C,36,1,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Della Scogliera,
18.173284085355984,40.47534569765557,C,36,2,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Della Scogliera,
18.173656418853238,40.475554019725017,C,36,3,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Della Scogliera,
18.174074359890813,40.47578537077802,C,36,4,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Della Scogliera,
18.174427414278821,40.475989363455746,C,36,5,Palo Rastremato Zincato 11,Nova,Sodio AP 100,Via Della Scogliera,
18.173292758520503,40.474854925833171,C,36,6,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Granchio Rosso,
18.173612447157858,40.47502584063448,C,36,7,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Granchio Rosso,
18.173977285000394,40.475210083853291,C,36,8,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Granchio Rosso,
18.174316260727906,40.475385323292272,C,36,9,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Granchio Rosso,
18.174630060012451,40.475566110630972,C,36,10,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Granchio Rosso,
18.174943174887382,40.475732345614453,C,36,11,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Granchio Rosso,
18.177234602170426,40.471346166241133,A,38,1,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Torres,
18.178542375092221,40.47192585979181,A,38,2,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Torres,
18.178168459165054,40.471706779270562,A,38,3,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Torres,
18.177819079633618,40.471505130614013,A,38,4,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Torres,
18.177413025377998,40.471274859773857,A,38,5,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Torres,
18.177006973859754,40.471044587391795,A,38,6,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Torres,
18.17793449611187,40.471773579275578,A,38,7,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Torres,
18.177103893173364,40.4715912068569,B,38,1,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Portofino,
18.177429590367524,40.471793509337502,B,38,2,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Portofino,
18.177729902033356,40.471960292793582,B,38,3,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Portofino,
18.178064065422511,40.472174432672368,B,38,4,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Portofino,
18.176774217125438,40.471304507354468,C,38,1,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Portofino,
18.176408203691402,40.471085203609775,C,38,2,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Portofino,
18.176026121340367,40.470860304512073,C,38,3,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Portofino,
18.177580605684987,40.466785418491369,A,459,1,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Santa Caterina,
18.177874139103448,40.466976532857586,A,459,2,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Santa Caterina,
18.178266088435748,40.4672434073102,A,459,3,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Santa Caterina,
18.177169236546924,40.46727962609426,A,459,4,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Santa Maria Al Bagno,
18.177446984925087,40.467471175817366,A,459,5,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 100,Via Santa Maria Al Bagno,
18.177699349208428,40.46762720668989,A,459,6,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Santa Maria Al Bagno,
18.176796541760083,40.467923671152406,A,459,7,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Riccione,
18.177423366731205,40.468310845169825,A,459,8,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Riccione,
18.176654733907888,40.468603616684149,A,459,9,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Recanati,
18.177043845156021,40.468810212156235,A,459,10,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Porto Recanati,
18.175974341366405,40.468924136879103,A,459,11,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Portogruaro,
18.176355559295654,40.46913095175826,A,459,12,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Portogruaro,
18.176680389050201,40.469315172089786,A,459,13,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Portogruaro,
18.176011796790917,40.469550862376472,A,459,14,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Viterbo,
18.176344521135398,40.469734866508702,A,459,15,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Viterbo,
18.177829901088739,40.468384164150166,A,39,1,Palo Verniciato Tipo Liguria,M 250 / R,Sodio AP 100,Prov. Spiaggia Bella,
18.180897740365822,40.470587385020359,A,39,2,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Ortona,
18.180576516797512,40.470312535867826,A,39,3,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Ortona,
18.180280968482936,40.470079231435051,A,39,4,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Ortona,
18.180034205423912,40.469874763314479,A,39,5,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Ortona,
18.17975416298847,40.469634994368207,A,39,6,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Ortona,
18.179384166108107,40.469331304209526,A,39,7,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Ortona,
18.179144732749972,40.46911456008673,A,39,8,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Ortona,
18.178874296960426,40.468910741097247,A,39,9,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Ortona,
18.178586085006913,40.468665157977718,A,39,10,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Ortona,
18.178306337265578,40.4684314133698,A,39,11,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Ortona,
18.17805140869665,40.468221129462989,A,39,12,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Ortona,
18.17804628906174,40.468112620365694,A,39,13,Palo Verniciato Tipo Liguria,M 250 / R,Vapori Di Mercurio BF 250,Prov. Spiaggia Belle,
18.178225200737852,40.467884360389228,A,39,14,Palo Verniciato Tipo Liguria,M 250 / R,Sodio AP 150,Prov. Spiaggia Belle,
18.181055088435134,40.470069981619986,A,39,15,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Cattolica,
18.180784358437478,40.469860139235792,A,39,16,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Cattolica,
18.18052913211833,40.469643833079182,A,39,17,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Cattolica,
18.180242049611952,40.469422367543416,A,39,18,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Cattolica,
18.179978933432594,40.469206277405554,A,39,19,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Cattolica,
18.179683107619251,40.468966942869038,A,39,20,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Cattolica,
18.179395746242047,40.468739446716853,A,39,21,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Cattolica,
18.179059035969949,40.468471055609541,A,39,22,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Cattolica,
18.17874686135729,40.468220096430393,A,39,23,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Cattolica,
18.178418618335165,40.467963542526768,A,39,24,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Cattolica,
18.178381285255728,40.467674836755812,A,39,25,Palo Verniciato Tipo Liguria,Nova,Sodio AP 100,Prov. Spiaggia Belle,
18.178575127466434,40.467428056976281,A,39,26,Palo Verniciato Tipo Liguria,M 250 / R,Sodio AP 150,Prov. Spiaggia Belle,
18.181637818567157,40.469522750375539,A,39,27,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Gatteo A mare,
18.181375653698982,40.469324345747324,A,39,28,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Gatteo A mare,
18.181088044429906,40.469114138607637,A,39,29,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Gatteo A mare,
18.180804398653898,40.468903821553177,A,39,30,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Gatteo A mare,
18.180578075625224,40.46873130961751,A,39,31,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Gatteo A mare,
18.180327269367019,40.468544323561169,A,39,32,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Gatteo A mare,
18.180093025425947,40.468372028784259,A,39,33,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Gatteo A mare,
18.179817452034854,40.46816451650453,A,39,34,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Gatteo A mare,
18.179361283960596,40.467828673894168,A,39,35,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Gatteo A mare,
18.179098028340061,40.467629909468542,A,39,36,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Gatteo A mare,
18.178752185222667,40.467194080243992,A,39,37,Palo Verniciato Tipo Liguria,Nova,Sodio AP 100,Prov. Spiaggia Belle,
18.178946194389422,40.466934254183386,A,39,38,Palo Verniciato Tipo Liguria,Nova,Sodio AP 250,Prov. Spiaggia Belle,
18.178549333004792,40.469284021151125,B,39,4,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Torvaianica,
18.178290749266239,40.469100274299585,B,39,3,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Torvaianica,
18.177752492794649,40.468706092825983,B,39,1,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Torvaianica,
18.178019425251517,40.468898699932843,B,39,2,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Torvaianica,
18.178820517357408,40.469482568483848,B,39,5,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Torvaianica,
18.179100055243023,40.469689973949947,B,39,6,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Torvaianica,
18.179342653570188,40.469871129449274,B,39,7,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Torvaianica,
18.179584681866096,40.470040181763856,B,39,8,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Torvaianica,
18.179876538307209,40.470256334864175,B,39,9,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Torvaianica,
18.180168253758055,40.470469461495242,B,39,10,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Torvaianica,
18.180488703839373,40.470703003065076,B,39,11,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Torvaianica,
18.177615796625179,40.46866744010844,C,39,1,Palo Verniciato Tipo Liguria,Nova,Sodio AP 250,Prov. Spiaggia Bella,
18.177428701923393,40.468905866599897,C,39,2,Palo Verniciato Tipo Liguria,M 250 / R,Sodio AP 150,Prov. Spiaggia Bella,
18.180303914965581,40.470981740201232,C,39,3,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Capri,
18.179958750287387,40.470765471132175,C,39,4,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Capri,
18.179655101217051,40.470575774286218,C,39,5,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Capri,
18.179346003591228,40.470368352508139,C,39,6,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Capri,
18.178984114710879,40.470130761858712,C,39,7,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Capri,
18.178563470557037,40.469872107468078,C,39,8,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Capri,
18.178215879055799,40.469664113274412,C,39,9,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Capri,
18.177835876305874,40.469420660946618,C,39,10,Palo Rastremato Zincato 11,Nova,Sodio AP 150,Via Capri,
18.177466530870117,40.469190702272627,C,39,11,Palo Rastremato Zincato 11,Nova,Vapori Di Mercurio BF 250,Via Capri,
18.177223224525029,40.469175094462152,C,39,12,Palo Verniciato Tipo Liguria,M 250 / R,Vapori Di Mercurio BF 250,Prov. Spiaggia Bella,
18.208750747856953,40.422584094352665,A,2,1,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Del Cervone,
18.208853723639436,40.422846285564034,B,2,1,Palo Rastremato Zincato 11,Oyster 2 VP,Sodio AP 150,Via Del Cervone,
18.209004343098922,40.420878814416639,A,105,1,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Del Biancone,
18.209366286812383,40.42066980194312,B,105,1,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Del Biancone,
18.154368238912156,40.482265272650885,A,29,1,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Marina Di Vasto,
18.154682553903147,40.482583291506508,A,29,2,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Marina Di Vasto,
18.154966863939265,40.482869468730101,A,29,3,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Marina Di Vasto,
18.154967641894448,40.483038193618178,A,29,4,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Termini Imerese,
18.154265044118276,40.482801547227631,A,29,5,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Marina Di Massa,
18.154565631048083,40.483130828209674,A,29,6,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Marina Di Massa,
18.154523688723962,40.483300720173872,A,29,7,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Termini Imerese,
18.154219073825097,40.483494117867522,A,29,8,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Termini Imerese,
18.154025817466913,40.483477623006351,A,29,9,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Palmi,
18.153879876246542,40.483710233032689,A,29,10,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Termini Imerese,
18.152472863926146,40.482589204636398,A,29,11,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Pugnochiuso,
18.152810313625551,40.482944701047238,A,29,12,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Pugnochiuso,
18.153108857397719,40.483230494275041,A,29,13,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Pugnochiuso,
18.153356291100067,40.483490465321893,A,29,14,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Pugnochiuso,
18.153625595899953,40.483760725340751,A,29,15,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Pugnochiuso,
18.153408962341892,40.484006152286234,A,29,16,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Termini Imerese,
18.153111715605124,40.484204789306318,A,29,17,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Termini Imerese,
18.153096956781201,40.484041889574804,A,29,18,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Andorra,
18.152548685371411,40.483447195928569,A,29,19,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Andorra,
18.152039586540944,40.482927638212495,A,29,20,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Andorra,
18.151722991342453,40.482560683440546,A,29,21,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Marina Di Andorra,
18.154482372819132,40.481810350506407,B,29,1,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Follonica,
18.154752693784204,40.482102353906448,B,29,2,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Follonica,
18.154991735576122,40.482335333601853,B,29,3,Palo Rastremato Zincato 11,Nova,Sodio AP 100,Via Follonica,
18.155268925952935,40.48262170461313,B,29,4,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Follonica,
18.155680091045522,40.482572364819198,B,29,5,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Termini Imerese,
18.155746941661825,40.482325583801625,B,29,6,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Piombino,
18.155520608068404,40.482059597877232,B,29,7,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Piombino,
18.155295550223641,40.481820793743537,B,29,8,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Piombino,
18.154981745748916,40.481513649426056,B,29,9,Palo Rastremato Zincato 11,Rimossa,Sodio AP 250,Via Piombino,
18.154682947691203,40.481222424518734,B,29,10,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Piombino,
18.154390762482866,40.480920131303968,B,29,11,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Piombino,
18.154937204309672,40.481019514708379,B,29,12,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Albissola Marina,
18.155160433278461,40.480763017892713,B,29,13,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Albissola Marina,
18.155391544505807,40.480522635541014,B,29,14,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Albissola Marina,
18.155622144513853,40.480271379855473,B,29,15,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Albissola Marina,
18.155852742830135,40.480020123764419,B,29,16,Palo Rastremato Zincato 11,Rimossa,Sodio AP 250,Via Albissola Marina,
18.15550149793285,40.481651863280206,B,29,17,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Silvi Marina,
18.155827714798384,40.481463315325477,B,29,18,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Silvi Marina,
18.156203512585183,40.481267967855793,B,29,19,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Silvi Marina,
18.156537100078648,40.481084659885255,B,29,20,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Silvi Marina,
18.156780697135833,40.481110661249858,B,29,21,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Rosignano,
18.156989988702161,40.481317232979507,B,29,22,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Rosignano,
18.15716266343896,40.481503031775368,B,29,23,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Rosignano,
18.157367604397567,40.481464767705035,B,29,24,Palo Rastremato Zincato 11,Nova,Sodio AP 100,Via Termini Imerese,
18.157360956945503,40.481171004619739,B,29,25,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Vico Marina Di Torre Rinalda,
18.157075970892468,40.481630600761562,B,29,26,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Termini Imerese,
18.156715177991956,40.481841871139672,B,29,27,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Termini Imerese,
18.156368877152307,40.48205818769663,B,29,28,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Termini Imerese,
18.156011647527354,40.482345566435313,B,29,29,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via Termini Imerese,
18.204913167966524,40.451660142037916,A,60,1,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Delle Margherite,
18.205174444206335,40.451429311345684,A,60,2,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Delle Margherite,
18.205526929685838,40.451112756030454,A,60,3,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Delle Margherite,
18.205788695710417,40.450892309433478,A,60,4,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Delle Margherite,
18.206017461700789,40.450693576468176,A,60,5,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Delle Margherite,
18.204661911859734,40.451672313948386,B,60,1,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Delle Begonie,
18.204500271498333,40.451422022337574,B,60,2,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Giovanni De Agostini,
18.204820748977284,40.451147953510606,B,60,3,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Giovanni De Agostini,
18.20518682938874,40.450831021959843,B,60,4,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Giovanni De Agostini,
18.205526952178907,40.450540807398816,B,60,5,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Giovanni De Agostini,
18.205892285028956,40.450208295819436,B,60,6,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Giovanni De Agostini,
18.204330584450823,40.451431930144516,B,60,7,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Delle Begonie,
18.203964779012711,40.451182102824603,B,60,8,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Delle Begonie,
18.203613558193148,40.450952667848796,B,60,9,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Delle Begonie,
18.203565122901054,40.450792826028618,B,60,10,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Delle Peonie,
18.203831963880933,40.450535846338028,B,60,11,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Delle Peonie,
18.20462149051907,40.451824221891101,C,60,1,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Giovanni Magini,
18.204253558773146,40.4519592195917,C,60,2,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Giovanni Magini,
18.203853860019588,40.45214189316804,C,60,3,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Giovanni Magini,
18.203462931085237,40.45236591833735,C,60,4,Palo Conico Zincato 10,AEC,Sodio AP 250,Via Giovanni Magini,
18.202983632219564,40.452592393138694,C,60,5,Palo Conico Zincato 10,AEC,Sodio AP 250,Via Giovanni Magini,
18.202557229580702,40.452786201952868,C,60,6,Palo Rastremato Zincato 11,AEC,Sodio AP 100,Via Giovanni Magini,
18.205042188132843,40.451796948735776,D,60,1,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Giovanni Magini,
18.205453489068045,40.451858326816307,D,60,2,Palo Rastremato Zincato 11,AEC,Sodio AP 250,Via Giovanni Magini,
18.205922627976179,40.451990891221122,D,60,3,Palo Zincato Tipo Liguria,Nova,Sodio AP 250,Via Giovanni Magini,
18.206376197424493,40.452082289757648,D,60,4,Palo Zincato Tipo Liguria,Nova,Sodio AP 250,Via Giovanni Magini,
18.206754008105161,40.452154992029335,D,60,5,Palo Zincato Tipo Liguria,Nova,Sodio AP 250,Via Giovanni Magini,
18.207139358263966,40.452243082252465,D,60,6,Palo Zincato Tipo Liguria,Nova,Sodio AP 250,Via Giovanni Magini,
18.207530765371082,40.4523154043749,D,60,7,Palo Zincato Tipo Liguria,Nova,Sodio AP 250,Via Giovanni Magini,
18.206520799302176,40.451974284431358,D,60,8,Palo Rastremato Zincato 11,Nova,Sodio AP 100,Via G. Gastaldi,
18.206659718205795,40.451746847628918,D,60,9,Palo Rastremato Zincato 11,Nova,Sodio AP 250,Via G. Gastaldi,
